AI: meanAI
Declare Rivalry (3-person)-Conversation Flirt (Direct),186
Conversation Flirt (Direct)-Find Faults,244
Flatter (3-person)-Physical Flirt (light),427
Physical Flirt (light)-Court,120
Court-Physical Flirt (light),105
Physical Flirt (light)-Discuss (Item),520
Conversation Flirt (Direct)-Flatter (3-person),255
Discuss (Item)-Physical Flirt (light),296
Physical Flirt (light)-Flatter (3-person),172
Physical Flirt (light)-Find Faults,160
Court-Compliment,12
Compliment-Fueling the Fire,15
Find Faults-Physical Flirt (light),99
Physical Flirt (light)-Share Feelings,41
Confide In-Flatter (3-person),387
Declare Rivalry (3-person)-Declare Rivalry,73
Declare Rivalry-Petty Argument,19
Embarrass Self-Find Faults,119
Declare Rivalry (3-person)-Bad Council,264
Flatter (3-person)-Petty Argument,172
Discuss (Item)-Break Up,130
Break Up-Request Item,27
Fueling the Fire-Express Disappointment (3-person),198
Bad Council-Conversation Flirt (Direct),76
Flatter (3-person)-Council,149
Council-Discuss (Item),303
Court-Fueling the Fire,409
Fueling the Fire-Council,89
Conversation Flirt (Direct)-Court,245
Council-Find Faults,202
Find Faults-Council,141
Council-Fueling the Fire,65
Find Faults-Break up (3-person),402
Break up (3-person)-Bad Council,435
Ultimatum (3-person)-Express Disappointment (3-person),24
Express Disappointment (3-person)-Revelation (3-person),20
Revelation (3-person)-Declare Rivalry (3-person),18
Embarrass Self-Discuss (Item),267
Break Up-Fueling the Fire,68
Fueling the Fire-Request Item,144
Offer Drink (Item)-Discuss (Item),41
Give Gift (Item)-Bad Council,191
Bad Council-Express Disappointment (3-person),273
Declare Rivalry-Discuss (Item),69
Bad Council-Break up (3-person),357
Break up (3-person)-Petty Argument,127
Flatter (3-person)-Break up (3-person),96
Fueling the Fire-Break up (3-person),258
Find Faults-Talk Up Other (3-person),73
Talk Up Other (3-person)-Flatter (3-person),32
Discuss (Item)-Break up (3-person),447
Break up (3-person)-Fueling the Fire,275
Express Disappointment (3-person)-Embarrass Self,35
Declare Rivalry (3-person)-Break Up,32
Bad Council-Request Item,125
Request Item-Petty Argument,47
Petty Argument-Give Gift (Item),55
Accentuate the Negative (3-person)-Find Faults,302
Give Gift (Item)-Petty Argument,80
Find Faults-Give Gift (Item),103
Request Item-Find Faults,94
Express Disappointment (3-person)-Ultimatum (3-person),33
Declare Rivalry (3-person)-Break up (3-person),66
Break up (3-person)-Embarrass Self,5
Declare Rivalry (3-person)-Request Item,36
Declare Rivalry (3-person)-Give Gift (Item),11
Break Up-Bad Council,51
Offer Drink (Item)-Bad Council,25
Bad Council-Give Gift (Item),82
Flatter (3-person)-Ultimatum (3-person),124
Court-Conversation Flirt (Direct),245
Conversation Flirt (Direct)-Declare Rivalry (3-person),120
Court-Share Feelings,503
Share Feelings-Conversation Flirt (Direct),87
Fueling the Fire-Talk Up Other (3-person),19
Physical Flirt (light)-Conversation Flirt (Direct),106
Physical Flirt (light)-Fueling the Fire,67
Conversation Flirt (Direct)-Physical Flirt (light),170
Find Faults-Conversation Flirt (Direct),177
Bad Council-Physical Flirt (light),84
Physical Flirt (light)-Council,22
Physical Flirt (light)-Confide In,25
Conversation Flirt (Direct)-Bad Council,89
Confide In-Council,214
Declare Rivalry (3-person)-Revelation (3-person),116
Revelation (3-person)-Flatter (3-person),60
Find Faults-Embarrass Self,59
Petty Argument-Declare Rivalry (3-person),169
Physical Flirt (light)-Petty Argument,24
Bad Council-Embarrass Self,46
Compliment-Express Disappointment (3-person),2
Ultimatum (3-person)-Conversation Flirt (Direct),8
Discuss (Item)-Council,227
Court-Declare Rivalry (3-person),132
Declare Rivalry (3-person)-Physical Flirt (light),140
Court-Council,123
Fueling the Fire-Conversation Flirt (Direct),123
Bad Council-Council,116
Council-Blame,3
Blame-Break Up,4
Court-Blame,13
Blame-Fueling the Fire,13
Discuss (Item)-Blame,28
Blame-Bad Council,27
Bad Council-Blame,22
Blame-Share Feelings,7
Flatter (3-person)-Encourage,37
Flatter (3-person)-Talk Up Other (3-person),37
Find Faults-Endear (3-person),24
Endear (3-person)-Court,1
Council-Court,94
Embarrass Self-Petty Argument,58
Express Disappointment (3-person)-Request Item,33
Request Item-Bad Council,70
Fueling the Fire-Ultimatum (3-person),187
Conversation Flirt (Direct)-Encourage,9
Physical Flirt (light)-Declare Rivalry (3-person),69
Confide In-Share Feelings,338
Bad Council-Encourage,4
Bad Council-Talk Up Other (3-person),95
Talk Up Other (3-person)-Confide In,21
Council-Share Feelings,57
Compliment-Share Feelings,8
Give Gift (Item)-Share Feelings,11
Flatter (3-person)-Share Feelings,339
Petty Argument-Physical Flirt (light),25
Physical Flirt (light)-Bad Council,58
Physical Flirt (light)-Express Disappointment (3-person),12
Accentuate the Negative (3-person)-Embarrass Self,2
Embarrass Self-Accentuate the Negative (3-person),21
Accentuate the Negative (3-person)-Discuss (Item),356
Embarrass Self-Physical Flirt (light),23
Ultimatum (3-person)-Petty Argument,67
Revelation (3-person)-Discuss (Item),86
Discuss (Item)-Encourage,41
Court-Encourage,4
Revelation (3-person)-Ultimatum (3-person),14
Express Disappointment (3-person)-Physical Flirt (light),17
Accentuate the Negative (3-person)-Share Feelings,66
Flatter (3-person)-Request Item,36
Give Gift (Item)-Accentuate the Negative (3-person),10
Flatter (3-person)-Accentuate the Negative (3-person),53
Conversation Flirt (Direct)-Council,26
Council-Flatter (3-person),126
Conversation Flirt (Direct)-Express Disappointment (3-person),3
Confide In-Give Gift (Item),65
Council-Confide In,99
Flatter (3-person)-Give Gift (Item),21
Fueling the Fire-Embarrass Self,38
Bad Council-Declare Rivalry (3-person),140
Confide In-Talk Up Other (3-person),24
Bad Council-Offer Drink (Item),4
Offer Drink (Item)-Court,1
Talk Up Other (3-person)-Court,31
Flatter (3-person)-Express Disappointment (3-person),92
Flatter (3-person)-Revelation (3-person),22
Ultimatum (3-person)-Find Faults,261
Break up (3-person)-Declare Rivalry (3-person),31
Ultimatum (3-person)-Request Item,23
Request Item-Declare Rivalry (3-person),4
Give Gift (Item)-Break Up,10
Discuss (Item)-Expose Secret (3-person),6
Expose Secret (3-person)-Express Disappointment (3-person),1
Confide In-Express Disappointment (3-person),20
Fueling the Fire-Endear (3-person),2
Endear (3-person)-Find Faults,16
Give Gift (Item)-Flatter (3-person),22
Flatter (3-person)-Endear (3-person),27
Endear (3-person)-Bad Council,9
Endear (3-person)-Confide In,5
Declare Rivalry-Bad Council,18
Petty Argument-Compliment,4
Compliment-Discuss (Item),56
Confide In-Request Item,15
Petty Argument-Confide In,184
Discuss (Item)-Revelation (3-person),64
Revelation (3-person)-Embarrass Self,7
Express Disappointment (3-person)-Compliment,1
Compliment-Bad Council,21
Accentuate the Negative (3-person)-Court,92
Request Item-Discuss (Item),67
Discuss (Item)-Declare Rivalry,111
Declare Rivalry-Find Faults,78
Encourage-Physical Flirt (light),3
Compliment-Find Faults,53
Find Faults-Compliment,30
Fueling the Fire-Physical Flirt (light),50
Confide In-Envy,4
Envy-Find Faults,6
Discuss (Item)-Envy,4
Council-Bad Council,116
Break up (3-person)-Give Gift (Item),19
Break up (3-person)-Confide In,64
Physical Flirt (light)-Declare Rivalry,2
Compliment-Flatter (3-person),23
Share Feelings-Ultimatum (3-person),34
Confide In-Conversation Flirt (Direct),63
Council-Conversation Flirt (Direct),26
Confide In-Blame,12
Blame-Discuss (Item),27
Court-Break Up,28
Break Up-Blame,6
Find Faults-Blame,17
Share Feelings-Express Disappointment (3-person),13
Express Disappointment (3-person)-Court,22
Fueling the Fire-Blame,15
Blame-Find Faults,36
Talk Up Other (3-person)-Find Faults,64
Discuss (Item)-Offer Drink (Item),8
Offer Drink (Item)-Confide In,2
Conversation Flirt (Direct)-Confide In,49
Conversation Flirt (Direct)-Share Feelings,115
Flatter (3-person)-Break Up,38
Bad Council-Break Up,62
Physical Flirt (light)-Embarrass Self,20
Revelation (3-person)-Fueling the Fire,21
Accentuate the Negative (3-person)-Fueling the Fire,88
Petty Argument-Blame,9
Council-Express Disappointment (3-person),3
Express Disappointment (3-person)-Confide In,37
Court-Give Gift (Item),17
Embarrass Self-Ultimatum (3-person),40
Accentuate the Negative (3-person)-Flatter (3-person),35
Encourage-Fueling the Fire,5
Envy-Compliment,1
Physical Flirt (light)-Compliment,20
Court-Accentuate the Negative (3-person),52
Confide In-Physical Flirt (light),24
Confide In-Break Up,25
Accentuate the Negative (3-person)-Declare Rivalry (3-person),31
Break Up-Court,8
Confide In-Declare Rivalry (3-person),67
Ultimatum (3-person)-Fueling the Fire,118
Council-Declare Rivalry (3-person),23
Declare Rivalry (3-person)-Council,14
Declare Rivalry-Declare Rivalry (3-person),36
Break Up-Declare Rivalry (3-person),20
Request Item-Court,3
Ultimatum (3-person)-Break up (3-person),110
Break up (3-person)-Find Faults,603
Break up (3-person)-Ultimatum (3-person),247
Petty Argument-Break up (3-person),259
Ultimatum (3-person)-Bad Council,130
Ultimatum (3-person)-Accentuate the Negative (3-person),9
Offer Drink (Item)-Declare Rivalry (3-person),3
Declare Rivalry (3-person)-Accentuate the Negative (3-person),17
Give Gift (Item)-Break up (3-person),29
Court-Break up (3-person),73
Break up (3-person)-Accentuate the Negative (3-person),31
Request Item-Fueling the Fire,32
Fueling the Fire-Offer Drink (Item),4
Offer Drink (Item)-Accentuate the Negative (3-person),1
Confide In-Break up (3-person),110
Council-Talk Up Other (3-person),5
Flatter (3-person)-Compliment,30
Compliment-Ultimatum (3-person),6
Discuss (Item)-Endear (3-person),22
Physical Flirt (light)-Break Up,7
Break Up-Flatter (3-person),24
Discuss (Item)-Reminisce (3-person),25
Reminisce (3-person)-Council,11
Declare Rivalry (3-person)-Confide In,74
Offer Drink (Item)-Find Faults,20
Council-Ultimatum (3-person),5
Ultimatum (3-person)-Revelation (3-person),7
Physical Flirt (light)-Accentuate the Negative (3-person),20
Accentuate the Negative (3-person)-Physical Flirt (light),7
Revelation (3-person)-Court,10
Give Gift (Item)-Ultimatum (3-person),20
Ultimatum (3-person)-Declare Rivalry,22
Accentuate the Negative (3-person)-Ultimatum (3-person),10
Petty Argument-Backstab (3-person),1
Backstab (3-person)-Bad Council,6
Break up (3-person)-Blame,14
Blame-Ultimatum (3-person),3
Accentuate the Negative (3-person)-Backstab (3-person),16
Backstab (3-person)-Break up (3-person),2
Break Up-Break up (3-person),7
Encourage-Declare Rivalry (3-person),21
Bad Council-Declare Rivalry,9
Fueling the Fire-Envy,2
Envy-Bad Council,3
Envy-Discuss (Item),5
Compliment-Confide In,13
Encourage-Flatter (3-person),21
Confide In-Endear (3-person),5
Break up (3-person)-Flatter (3-person),37
Fueling the Fire-Declare Rivalry,24
Break Up-Petty Argument,20
Express Disappointment (3-person)-Break up (3-person),29
Conversation Flirt (Direct)-Accentuate the Negative (3-person),18
Share Feelings-Break up (3-person),37
Break up (3-person)-Request Item,12
Blame-Petty Argument,10
Embarrass Self-Break up (3-person),5
Declare Rivalry-Ultimatum (3-person),19
Petty Argument-Declare Rivalry,5
