AI: questfinisherAI
Break Up-Flatter (3-person),28
Compliment-Truce (3-person),30
Confide In-Declare Rivalry,15
Petty Argument-Flatter (3-person),23
Encourage-Court,51
Encourage-Break Up,8
Break Up-Ask Out (3-person),15
Encourage-Ultimatum (3-person),7
Encourage-Declare Rivalry,6
Break Up-Bad Council,30
Bad Council-Break Up,48
Declare Rivalry-Confide In,19
Break Up-Declare Rivalry,1
Council-Compliment,9
Break up (3-person)-Break Up,11
Conversation Flirt (Direct)-Council,89
Give Gift (Item)-Encourage,3
Accentuate the Negative (3-person)-Court,59
Fueling the Fire-Declare Rivalry,14
Council-Talk Up Other (3-person),2
Break Up-Compliment,3
Encourage-Fueling the Fire,27
Accentuate the Negative (3-person)-Physical Flirt (light),17
Encourage-Compliment,17
Council-Physical Flirt (light),12
Court-Give Gift (Item),5
Give Gift (Item)-Bad Council,7
Ultimatum (3-person)-Compliment,9
Confide In-Petty Argument,11
Court-Petty Argument,2
Petty Argument-Talk Up Other (3-person),4
Talk Up Other (3-person)-Find Faults,9
Find Faults-Petty Argument,48
Apologize-Declare Rivalry (3-person),19
Blame-Break Up,23
Share Feelings-Compliment,20
Confide In-Revelation (3-person),6
Revelation (3-person)-Court,3
Physical Flirt (light)-Petty Argument,4
Apologize-Physical Flirt (light),11
Confide In-Talk Up Other (3-person),15
Fueling the Fire-Accentuate the Negative (3-person),36
Break Up-Conversation Flirt (Direct),15
Flatter (3-person)-Petty Argument,17
Find Faults-Break Up,12
Break Up-Truce (3-person),15
Give Gift (Item)-Confide In,13
Ask Out (3-person)-Declare Rivalry,10
Physical Flirt (light)-Revelation (3-person),3
Revelation (3-person)-Blame,1
Truce (3-person)-Petty Argument,15
Declare Rivalry (3-person)-Break Up,9
Truce (3-person)-Encourage,19
Find Faults-Encourage,16
Envy-Truce (3-person),1
Flatter (3-person)-Envy,2
Envy-Discuss (Item),2
Ultimatum (3-person)-Blame,14
Find Faults-Talk Up Other (3-person),18
Talk Up Other (3-person)-Flatter (3-person),8
Council-Break up (3-person),30
Physical Flirt (light)-Ask Out,12
Break Up-Discuss (Item),7
Truce (3-person)-Revelation (3-person),3
Fueling the Fire-Ask Out,2
Bad Council-Revelation (3-person),5
Revelation (3-person)-Fueling the Fire,4
Council-Ultimatum (3-person),8
Petty Argument-Truce (3-person),22
Physical Flirt (light)-Embarrass Self,1
Embarrass Self-Conversation Flirt (Direct),7
Discuss (Item)-Talk Up Other (3-person),10
Talk Up Other (3-person)-Declare Rivalry (3-person),1
Ask Out-Apologize,2
Accentuate the Negative (3-person)-Apologize,5
Court-Offer Drink (Item),2
Offer Drink (Item)-Share Feelings,2
Declare Rivalry (3-person)-Accentuate the Negative (3-person),1
Truce (3-person)-Accentuate the Negative (3-person),2
Flatter (3-person)-Flatter (3-person),5
Compliment-Ask Out,5
Ultimatum (3-person)-Break up (3-person),32
Ask Out (3-person)-Give Gift (Item),5
Give Gift (Item)-Ask Out (3-person),4
Break up (3-person)-Give Gift (Item),6
Accentuate the Negative (3-person)-Blame,5
Council-Break Up,5
Council-Revelation (3-person),2
Revelation (3-person)-Ask Out,1
Ask Out-Accentuate the Negative (3-person),3
Share Feelings-Express Disappointment (3-person),11
Express Disappointment (3-person)-Fueling the Fire,15
Accentuate the Negative (3-person)-Declare Rivalry (3-person),8
Declare Rivalry (3-person)-Express Disappointment (3-person),4
Express Disappointment (3-person)-Share Feelings,10
Court-Express Disappointment (3-person),3
Express Disappointment (3-person)-Discuss (Item),3
Discuss (Item)-Accentuate the Negative (3-person),2
Express Disappointment (3-person)-Accentuate the Negative (3-person),11
Break up (3-person)-Council,22
Conversation Flirt (Direct)-Talk Up Other (3-person),14
Blame-Council,8
Break Up-Blame,10
Break up (3-person)-Compliment,7
Compliment-Ultimatum (3-person),5
Petty Argument-Confide In,12
Discuss (Item)-Backstab (3-person),1
Backstab (3-person)-Flatter (3-person),1
Flatter (3-person)-Revelation (3-person),1
Petty Argument-Physical Flirt (light),8
Council-Apologize,10
Ask Out-Find Faults,9
Declare Rivalry-Embarrass Self,4
Embarrass Self-Declare Rivalry (3-person),4
Bad Council-Embarrass Self,1
Embarrass Self-Confide In,7
Ask Out-Declare Rivalry,4
Declare Rivalry-Council,10
Encourage-Embarrass Self,1
Embarrass Self-Truce (3-person),2
Conversation Flirt (Direct)-Embarrass Self,4
Court-Embarrass Self,2
Flatter (3-person)-Embarrass Self,6
Embarrass Self-Court,3
Court-Envy,1
Declare Rivalry (3-person)-Talk Up Other (3-person),2
Talk Up Other (3-person)-Ask Out (3-person),8
Ask Out-Break up (3-person),9
Discuss (Item)-Apologize,18
Share Feelings-Declare Rivalry,8
Apologize-Declare Rivalry,9
Discuss (Item)-Give Gift (Item),2
Bad Council-Give Gift (Item),3
Give Gift (Item)-Find Faults,1
Apologize-Encourage,6
Give Gift (Item)-Court,3
Ultimatum (3-person)-Encourage,6
Encourage-Give Gift (Item),1
Give Gift (Item)-Council,3
Flatter (3-person)-Give Gift (Item),10
Accentuate the Negative (3-person)-Confide In,23
Fueling the Fire-Talk Up Other (3-person),8
Declare Rivalry-Discuss (Item),4
Declare Rivalry (3-person)-Revelation (3-person),2
Revelation (3-person)-Physical Flirt (light),3
Ask Out (3-person)-Accentuate the Negative (3-person),1
Confide In-Accentuate the Negative (3-person),14
Petty Argument-Fueling the Fire,12
Break up (3-person)-Ask Out,8
Accentuate the Negative (3-person)-Break up (3-person),7
Embarrass Self-Apologize,2
Truce (3-person)-Ask Out,3
Ask Out-Blame,4
Ask Out-Declare Rivalry (3-person),2
Encourage-Revelation (3-person),1
Blame-Declare Rivalry,5
Embarrass Self-Fueling the Fire,1
Embarrass Self-Declare Rivalry,1
Conversation Flirt (Direct)-Revelation (3-person),3
Apologize-Compliment,2
Compliment-Confide In,9
Accentuate the Negative (3-person)-Truce (3-person),8
Find Faults-Give Gift (Item),1
Accentuate the Negative (3-person)-Ultimatum (3-person),5
Talk Up Other (3-person)-Council,4
Encourage-Break up (3-person),13
Encourage-Council,9
Ask Out-Encourage,2
Give Gift (Item)-Fueling the Fire,5
Give Gift (Item)-Blame,2
Break up (3-person)-Declare Rivalry,5
Accentuate the Negative (3-person)-Encourage,5
Find Faults-Endear (3-person),3
Endear (3-person)-Fueling the Fire,3
Discuss (Item)-Endear (3-person),1
Court-Endear (3-person),1
Endear (3-person)-Discuss (Item),1
Revelation (3-person)-Discuss (Item),5
Embarrass Self-Flatter (3-person),3
Ask Out (3-person)-Embarrass Self,2
Ask Out (3-person)-Endear (3-person),2
Endear (3-person)-Court,3
Embarrass Self-Bad Council,1
Ultimatum (3-person)-Ask Out,1
Accentuate the Negative (3-person)-Discuss (Item),2
Fueling the Fire-Give Gift (Item),3
Give Gift (Item)-Share Feelings,4
Break Up-Ultimatum (3-person),3
Ask Out-Discuss (Item),9
Ultimatum (3-person)-Declare Rivalry,3
Truce (3-person)-Reminisce (3-person),1
Reminisce (3-person)-Flatter (3-person),1
Physical Flirt (light)-Envy,1
Envy-Conversation Flirt (Direct),1
Compliment-Envy,2
Envy-Encourage,1
Confide In-Envy,1
Envy-Court,1
Find Faults-Embarrass Self,2
Petty Argument-Court,2
Flatter (3-person)-Express Disappointment (3-person),2
Bad Council-Accentuate the Negative (3-person),17
Fueling the Fire-Express Disappointment (3-person),6
Bad Council-Express Disappointment (3-person),8
Express Disappointment (3-person)-Flatter (3-person),5
Accentuate the Negative (3-person)-Backstab (3-person),4
